Time (s),IPS,Memory Throughput (MB/s),LLC Misses
0.00042247772216796875,5081376767,618.9977456000001,560020
1.177947759628296,5177557801,714.2926960000001,197489
2.3541316986083984,5312974645,705.9459992000001,286737
3.5499565601348877,5186390279,695.3763128000002,243709
4.749553203582764,5264144487,782.7020552000001,324996
5.953260898590088,5257104155,786.3930568000001,244003
7.151755332946777,5449486865,700.5982412000001,338223
8.362351894378662,5488954128,675.7783526000001,307970
9.538087606430054,5501535468,704.9183908,249000
10.702273845672607,5496074851,677.1100492,240321
11.888139963150024,5529760441,488.75362380000007,214072
13.106436014175415,5852221941,447.71220260000007,264945
14.318423509597778,5811333636,398.6491444,280960
15.508212327957153,5913194577,387.8382846,294081
16.670276165008545,6019571014,446.06593200000003,243281
17.865837574005127,6339614905,464.51045419999997,326895
19.063883066177368,6263728101,461.29131359999997,324528
20.219818830490112,6188210905,477.6072184,340412
21.394033670425415,6169931066,443.93731460000004,276791
22.582569360733032,6219645483,405.4963718000001,373279
23.747939825057983,6336087268,408.1807366,384476
24.93603825569153,6253532374,437.89749380000006,319230
26.111763954162598,6242173846,461.71074559999994,239384
27.29716467857361,6306666990,459.7079578,279682
28.473037481307983,6257737280,442.24910080000006,361412
29.64519953727722,6232334672,400.5365884,344539
30.833261966705322,6205130071,397.97805320000003,354894
32.00294518470764,6250628504,402.36111760000006,288542
33.185112953186035,6185567417,451.1200876,363848
34.346806049346924,6345844598,424.7483006,382997
35.53504943847656,6329382038,451.06765859999996,362966
36.72120904922485,6249663585,458.3133464,332458
37.88305354118347,6034022957,408.1073360000001,381168
39.06700897216797,5091890299,383.4237628000001,419060
40.23224949836731,4393862263,420.4176652,415868
41.396344900131226,3130727134,430.7881214000001,9300015
42.57010102272034,3061705916,463.6401328,9525130
43.75164246559143,5823770826,697.567845,10622961
44.90811896324158,4941961184,1160.5578582,888264
